"Group","W","p_value","rejected"
"gene_10911",0.998440130270506,0.708962322229462,FALSE
"gene_18238",0.998439291636616,0.708538211040653,FALSE
"gene_5671",0.998436486712531,0.707036440176324,FALSE
"gene_2736",0.99843587408812,0.706735765412287,FALSE
"gene_9197",0.998435789462355,0.7067245054237,FALSE
"gene_1898",0.998434630209525,0.706123992771899,FALSE
"gene_8823",0.998430480724736,0.703882601944698,FALSE
"gene_4938",0.99842898727784,0.703097808337251,FALSE
"gene_14896",0.998421007535993,0.698748795029743,FALSE
"gene_19630",0.998417638641273,0.696930977008103,FALSE
"gene_10609",0.998415201083229,0.695624584762385,FALSE
"gene_19756",0.998411927188201,0.693857213533741,FALSE
"gene_3832",0.998410549351627,0.693133085240483,FALSE
"gene_17238",0.99840932503979,0.69249330882106,FALSE
"gene_2906",0.998408670438508,0.69216719217407,FALSE
"gene_9116",0.998408441611399,0.692075568328828,FALSE
"gene_8574",0.998405242084623,0.69034703627081,FALSE
"gene_8705",0.998405120285989,0.690314250438527,FALSE
"gene_4107",0.998402202304724,0.688740027017234,FALSE
"gene_411",0.998394815520384,0.684699903643233,FALSE
"gene_16243",0.99838765034422,0.68077907525055,FALSE
"gene_10956",0.998383886684977,0.678734614444318,FALSE
"gene_13435",0.998382086566856,0.677774116336343,FALSE
"gene_19165",0.998381535096111,0.677503209375959,FALSE
"gene_6898",0.998378241242264,0.675717109564517,FALSE
"gene_15094",0.998377096169568,0.675117995529823,FALSE
"gene_9407",0.998375532381417,0.674287383368338,FALSE
"gene_17118",0.998373465334797,0.673178465745474,FALSE
"gene_10724",0.998373129641393,0.6730264130325,FALSE
"gene_11130",0.998373102420739,0.6730264130325,FALSE
"gene_16598",0.998367624889459,0.670049989550627,FALSE
"gene_4952",0.998367297533955,0.669902335137835,FALSE
"gene_3259",0.998364213153948,0.668230038616042,FALSE
"gene_14413",0.998356411921394,0.663948732639445,FALSE
"gene_19570",0.998355314114063,0.663374590271391,FALSE
"gene_10139",0.998354756186388,0.663099014694356,FALSE
"gene_7696",0.998352948875125,0.662132313840913,FALSE
"gene_8250",0.99835217075104,0.661734846651254,FALSE
"gene_2187",0.998347830718583,0.659366960589135,FALSE
"gene_7609",0.998346099956333,0.658442369697226,FALSE
"gene_7969",0.99834560606834,0.658201945121735,FALSE
"gene_4201",0.998343962302603,0.657325380876417,FALSE
"gene_11887",0.998342542070035,0.656572429466209,FALSE
"gene_4615",0.998341348964036,0.6559450853295,FALSE
"gene_9574",0.998339473324178,0.654940123652701,FALSE
"gene_177",0.998338557384328,0.654466037058509,FALSE
"gene_13636",0.998336915100292,0.653590104373397,FALSE
"gene_9430",0.998336454044139,0.653367601882966,FALSE
"gene_18232",0.998331043714303,0.650407330099721,FALSE
"gene_19757",0.998328119428493,0.64882239687946,FALSE
"gene_8578",0.998324881260385,0.647064040414162,FALSE
"gene_19964",0.998324453645089,0.646859832646806,FALSE
"gene_11560",0.99832278712482,0.645970581680288,FALSE
"gene_7929",0.998320823177187,0.644916918939664,FALSE
"gene_6499",0.998317664525075,0.64320292245806,FALSE
"gene_15420",0.998314135357724,0.641284468504139,FALSE
"gene_4167",0.998312213381995,0.640254396044905,FALSE
"gene_19179",0.998310917804486,0.639570479265757,FALSE
"gene_6902",0.998309168675379,0.638636030440917,FALSE
"gene_15078",0.998307826843377,0.637926632273392,FALSE
"gene_1558",0.998306991480067,0.637497005183006,FALSE
"gene_14350",0.99830663467352,0.637331701208146,FALSE
"gene_11990",0.99830650492272,0.637291806000717,FALSE
"gene_4758",0.998304851243087,0.636410170916287,FALSE
"gene_18561",0.998303616152266,0.635759775415731,FALSE
"gene_572",0.998302796743281,0.635338955805333,FALSE
"gene_14602",0.998302063585618,0.634965765160755,FALSE
"gene_17935",0.99829794396571,0.632722980523946,FALSE
"gene_12833",0.998297500923554,0.632509987390277,FALSE
"gene_6592",0.998297487576782,0.632509987390277,FALSE
"gene_10400",0.998294504084387,0.6309190946831,FALSE
"gene_16993",0.998292730448185,0.629971930440303,FALSE
"gene_20436",0.998291722524974,0.629447291888657,FALSE
"gene_10176",0.998289061990661,0.62801119335735,FALSE
"gene_4998",0.998286014572085,0.626362224251286,FALSE
"gene_9701",0.99828139691062,0.623848691354544,FALSE
"gene_10241",0.998280212977953,0.62322761431309,FALSE
"gene_1005",0.998279398879231,0.62281029004013,FALSE
"gene_17660",0.998278893227016,0.622562860024511,FALSE
"gene_19884",0.998277675191141,0.62192310758635,FALSE
"gene_9211",0.998277375708473,0.621789219004181,FALSE
"gene_10023",0.998274334178525,0.620145669786996,FALSE
"gene_14311",0.998271942412849,0.618860324237328,FALSE
"gene_13664",0.99826812773745,0.61679286646091,FALSE
"gene_14182",0.998267584446681,0.616524905766763,FALSE
"gene_17773",0.9982674655382,0.616490294621688,FALSE
"gene_2219",0.998266999965298,0.61626506135946,FALSE
"gene_15328",0.998266341319247,0.615933671748854,FALSE
"gene_16592",0.998261962882595,0.613557976395774,FALSE
"gene_19885",0.998258127277003,0.611482081529434,FALSE
"gene_11287",0.99825259061424,0.60847458705744,FALSE
"gene_2165",0.998250894169483,0.607574768679219,FALSE
"gene_19166",0.99825055007176,0.607416461517363,FALSE
"gene_273",0.998245325088065,0.604583893399326,FALSE
"gene_12075",0.998241296110895,0.602408685093119,FALSE
"gene_15862",0.998239837588452,0.601640861997468,FALSE
"gene_14908",0.998238631490119,0.601011267913577,FALSE
"gene_12013",0.998237316157941,0.600322080554273,FALSE
"gene_10863",0.998235453057286,0.599333685388699,FALSE
"gene_9187",0.998235223242891,0.599238029983946,FALSE
"gene_10939",0.998232614340027,0.597842637680394,FALSE
"gene_6729",0.998232501500809,0.597810872900324,FALSE
"gene_16076",0.998232405591192,0.597788353300195,FALSE
"gene_12258",0.998232239111827,0.597727288079438,FALSE
"gene_6609",0.99823176731565,0.597499465350869,FALSE
"gene_17814",0.998229956779687,0.596540669638804,FALSE
"gene_16314",0.998227351569254,0.59514861602372,FALSE
"gene_8160",0.998217638698051,0.589885563944774,FALSE
"gene_15733",0.998216766872068,0.589440614229684,FALSE
"gene_15007",0.998212203238961,0.586988397269703,FALSE
"gene_3301",0.998208931775376,0.585240614462805,FALSE
"gene_19812",0.998202827152014,0.581958074713575,FALSE
"gene_11004",0.998201115522303,0.58105962602832,FALSE
"gene_3774",0.998200208384905,0.580597260159363,FALSE
"gene_19180",0.998198599295689,0.579754904974541,FALSE
"gene_151",0.99818278338959,0.571242043707372,FALSE
"gene_15711",0.998181336899778,0.570491534096684,FALSE
"gene_8722",0.998181144127009,0.570416253305775,FALSE
"gene_3506",0.99818049520042,0.570095376592303,FALSE
"gene_5783",0.998179529124143,0.56960384056391,FALSE
"gene_12968",0.998176266176595,0.567877044341178,FALSE
"gene_1649",0.998176091223953,0.56781137721631,FALSE
"gene_8645",0.998173080801387,0.56622201889273,FALSE
"gene_4200",0.99817226231038,0.565810762375325,FALSE
"gene_2077",0.99817004279131,0.564647635719892,FALSE
"gene_3240",0.998168262887969,0.563721062882596,FALSE
"gene_413",0.99816490729618,0.561950742314671,FALSE
"gene_6220",0.998160987925212,0.55988082413776,FALSE
"gene_16991",0.998158662266721,0.55866527824478,FALSE
"gene_1544",0.998157718848777,0.558189051341621,FALSE
"gene_11375",0.998156735480832,0.55769161496804,FALSE
"gene_4448",0.998153652409169,0.556073571433475,FALSE
"gene_2194",0.998153357227885,0.555943898954059,FALSE
"gene_13327",0.99815197597428,0.5552349448094,FALSE
"gene_9948",0.998148540783195,0.553431970655605,FALSE
"gene_18369",0.998145966585666,0.552089293852899,FALSE
"gene_14775",0.998145509557804,0.551873755458722,FALSE
"gene_9591",0.99814244312697,0.55027089766691,FALSE
"gene_7984",0.998139719873159,0.548852024747873,FALSE
"gene_19767",0.998139372667583,0.548695186141996,FALSE
"gene_7768",0.998139246793985,0.548655834700658,FALSE
"gene_1969",0.998136418854506,0.54718301621541,FALSE
"gene_2967",0.998135424698495,0.546683368164239,FALSE
"gene_13042",0.998127846493693,0.542700119474467,FALSE
"gene_13080",0.9981206586392,0.538934815909601,FALSE
"gene_13912",0.998119045179488,0.53811205651594,FALSE
"gene_17486",0.998119004416805,0.53811205651594,FALSE
"gene_16207",0.998116619833639,0.536889603268292,FALSE
"gene_7901",0.998114630784301,0.535870701594219,FALSE
"gene_5771",0.998113669626549,0.535392487424977,FALSE
"gene_3241",0.998109246642862,0.533097852405118,FALSE
"gene_2954",0.998107825181225,0.532379414425699,FALSE
"gene_11082",0.998105059095563,0.530957375271362,FALSE
"gene_1278",0.998103177166896,0.529999317991408,FALSE
"gene_7313",0.998102663113,0.529757037487265,FALSE
"gene_6987",0.998099371780406,0.528063765782823,FALSE
"gene_3339",0.998098968808192,0.527879822440677,FALSE
"gene_3701",0.998095009236082,0.52584092074862,FALSE
"gene_8973",0.998090800715161,0.523676137306167,FALSE
"gene_10651",0.998089698119401,0.523129006915622,FALSE
"gene_19393",0.998088114144259,0.522332009451453,FALSE
"gene_10630",0.998084899303418,0.520689224928968,FALSE
"gene_5595",0.998073731356966,0.514937453493611,FALSE
"gene_13412",0.998073280831756,0.514730826125921,FALSE
"gene_2787",0.998072819961015,0.514518894258608,FALSE
"gene_1382",0.998071974639128,0.514108765291886,FALSE
"gene_171",0.998071060087512,0.513663100137791,FALSE
"gene_15457",0.99807082785889,0.513569164661075,FALSE
"gene_12771",0.998069431682753,0.512875635729479,FALSE
"gene_6971",0.998069035974178,0.512697567341375,FALSE
"gene_9658",0.998066707526132,0.511524958529998,FALSE
"gene_8428",0.998065321260805,0.510837809675062,FALSE
"gene_13440",0.998065191147612,0.510796540029059,FALSE
"gene_5980",0.998063756299462,0.510084880054438,FALSE
"gene_5878",0.99806022666314,0.508299026729849,FALSE
"gene_19764",0.998054330358352,0.505305692183444,FALSE
"gene_11641",0.998051350506631,0.503808838713589,FALSE
"gene_4352",0.998050478091588,0.503388877169964,FALSE
"gene_10878",0.99804662641504,0.501450825124216,FALSE
"gene_2137",0.998046547331208,0.501435702133045,FALSE
"gene_6372",0.998043567810391,0.499944784789489,FALSE
"gene_7146",0.998037972968231,0.497129455261263,FALSE
"gene_16525",0.998035046867486,0.495672216331204,FALSE
"gene_3663",0.99803483328431,0.495588979393053,FALSE
"gene_13156",0.998032571024785,0.494469570116963,FALSE
"gene_9819",0.998029008054634,0.492694996810917,FALSE
"gene_10736",0.998028325835579,0.492375566409796,FALSE
"gene_10408",0.998023996452193,0.490219235424433,FALSE
"gene_18229",0.998022875371797,0.489679892811247,FALSE
"gene_11680",0.998020663555983,0.488592838833906,FALSE
"gene_3191",0.99801980169361,0.488184551399308,FALSE
"gene_4752",0.998018445890318,0.487528594678115,FALSE
"gene_588",0.998018145838824,0.487402533036097,FALSE
"gene_20468",0.998013714701771,0.485206903985198,FALSE
"gene_13546",0.998013197574902,0.484972518595148,FALSE
"gene_4026",0.998011662852563,0.484229397970023,FALSE
"gene_2098",0.998011402220436,0.484123430760347,FALSE
"gene_6964",0.998011165345205,0.484029344965073,FALSE
"gene_18585",0.998011108389899,0.484025177972889,FALSE
"gene_9186",0.998009533220163,0.483262589019426,FALSE
"gene_10967",0.998009044066718,0.483042624049011,FALSE
"gene_13223",0.998003905217083,0.480505201245424,FALSE
"gene_12267",0.998001586058951,0.479375708342618,FALSE
"gene_3039",0.998000808002376,0.479013082991407,FALSE
"gene_2876",0.997996902353959,0.47709861220632,FALSE
"gene_6449",0.997996753131707,0.477048590767534,FALSE
"gene_8422",0.997996032966401,0.476715588057263,FALSE
"gene_16342",0.997995229128287,0.476341257219256,FALSE
"gene_14988",0.99799522890655,0.476341257219256,FALSE
"gene_20103",0.997993762606509,0.475662919026256,FALSE
"gene_8462",0.997993741525008,0.475662919026256,FALSE
"gene_6916",0.997993652045462,0.475655978184233,FALSE
"gene_14637",0.997991854529721,0.474790578341586,FALSE
"gene_3357",0.997986920953693,0.472378436831259,FALSE
"gene_13803",0.997984886915214,0.471399912532278,FALSE
"gene_20056",0.997984884119513,0.471399912532278,FALSE
"gene_1353",0.997984127893298,0.471073560675413,FALSE
"gene_5527",0.997982712037951,0.470400529537419,FALSE
"gene_19141",0.997980281518542,0.469229526667486,FALSE
"gene_8263",0.99797820893676,0.468235755804714,FALSE
"gene_6451",0.997977236053739,0.467782160049795,FALSE
"gene_787",0.997976807618464,0.4675956340027,FALSE
"gene_2241",0.997975446144908,0.466952025542767,FALSE
"gene_18647",0.997974598707045,0.466560522033385,FALSE
"gene_17659",0.997972294203121,0.465456552963239,FALSE
"gene_13452",0.997970737261665,0.464719134049375,FALSE
"gene_1622",0.997970516560614,0.464634701612786,FALSE
"gene_19319",0.997966023168679,0.462466559738081,FALSE
"gene_11514",0.997965912734065,0.462436024343109,FALSE
"gene_2229",0.997965862007028,0.462434568229704,FALSE
"gene_13509",0.997965560360845,0.462310916033001,FALSE
"gene_19880",0.997963578050404,0.461369416523931,FALSE
"gene_4847",0.997963050883362,0.461136246866845,FALSE
"gene_9526",0.997961458779381,0.460385653774889,FALSE
"gene_16265",0.997960652661476,0.460017302032706,FALSE
"gene_15504",0.99796034819007,0.459892610510463,FALSE
"gene_19936",0.99795798340207,0.458768511683805,FALSE
"gene_111",0.997957252294215,0.458437237417468,FALSE
"gene_2264",0.997957054237556,0.458364327359465,FALSE
"gene_16995",0.997956684516652,0.458208257828995,FALSE
"gene_15952",0.997956223248917,0.458007876433059,FALSE
"gene_15197",0.99795148999332,0.455741913698063,FALSE
"gene_12278",0.997944729215701,0.452507323323226,FALSE
"gene_3537",0.997943261485207,0.451824762176398,FALSE
"gene_15713",0.997941920358609,0.451203569951245,FALSE
"gene_1652",0.997941112768777,0.450838773329963,FALSE
"gene_13746",0.997939886950933,0.450273648802768,FALSE
"gene_8018",0.997938826608932,0.449788204960532,FALSE
"gene_10198",0.997937939445069,0.449385975024457,FALSE
"gene_8985",0.997935299623966,0.448145787531312,FALSE
"gene_10921",0.997934877206067,0.447966467113686,FALSE
"gene_15914",0.997931015219676,0.446145896246661,FALSE
"gene_3534",0.997928565969581,0.445001866774769,FALSE
"gene_14728",0.997926885405792,0.444224947927444,FALSE
"gene_12915",0.997921280929493,0.441588098838186,FALSE
"gene_1343",0.997920344965811,0.441167196389733,FALSE
"gene_14440",0.997920109000932,0.441077728039128,FALSE
"gene_2216",0.997918489068378,0.44033369060765,FALSE
"gene_16471",0.997916951175445,0.439629170524933,FALSE
"gene_5076",0.997916314829881,0.439350827266957,FALSE
"gene_10729",0.997914429072071,0.438483229462132,FALSE
"gene_10523",0.997911855979629,0.437293096965317,FALSE
"gene_2469",0.997911006086097,0.436915176929903,FALSE
"gene_10547",0.997910689945913,0.43678846461094,FALSE
"gene_3111",0.99790934448831,0.436177874530466,FALSE
"gene_17035",0.997907733178599,0.435442998067609,FALSE
"gene_9058",0.997907102356486,0.435168844703773,FALSE
"gene_10826",0.99790545532537,0.434418277789846,FALSE
"gene_18680",0.997904256905482,0.433878609942648,FALSE
"gene_16529",0.997903950496592,0.433756959883197,FALSE
"gene_14681",0.997903697947686,0.433660547493263,FALSE
"gene_8267",0.997899750886325,0.431836664052227,FALSE
"gene_13647",0.997896738860049,0.430453302629258,FALSE
"gene_11518",0.997895967373815,0.430115553540337,FALSE
"gene_9465",0.997895668538452,0.429998044255237,FALSE
"gene_17542",0.99789362608587,0.429069177820114,FALSE
"gene_2096",0.99789066488141,0.427715064036622,FALSE
"gene_14374",0.997890396953559,0.427612280978915,FALSE
"gene_4904",0.997889108176497,0.42703604310658,FALSE
"gene_17936",0.997887214659767,0.426180226565668,FALSE
"gene_17216",0.997886543035671,0.425890788551072,FALSE
"gene_3382",0.997884941023501,0.425171192378439,FALSE
"gene_10424",0.997883021161073,0.424305606702911,FALSE
"gene_18406",0.997881819303257,0.423772308206818,FALSE
"gene_18726",0.997879887743275,0.4229031694448,FALSE
"gene_15352",0.9978798011707,0.42288460626659,FALSE
"gene_11831",0.997876193954823,0.421246167370106,FALSE
"gene_8954",0.997874590949775,0.420531186809967,FALSE
"gene_7",0.99787431827358,0.420427238192629,FALSE
"gene_11295",0.99787107417515,0.418961280631833,FALSE
"gene_18708",0.997869392294323,0.418212751071665,FALSE
"gene_14783",0.99786929613412,0.418189864958178,FALSE
"gene_3155",0.997869053746713,0.418100111027026,FALSE
"gene_5792",0.997868363898935,0.417805818148416,FALSE
"gene_2579",0.99786592509022,0.416713155228188,FALSE
"gene_16057",0.99786585233535,0.416700979736475,FALSE
"gene_13408",0.997864881284712,0.416279084135206,FALSE
"gene_2471",0.997864837881046,0.416279084135206,FALSE
"gene_17717",0.997860943852474,0.414528215356118,FALSE
"gene_7990",0.997858436263493,0.413409990888066,FALSE
"gene_10221",0.997856552376118,0.41257639836248,FALSE
"gene_4260",0.997856234062381,0.412452954181493,FALSE
"gene_11168",0.997854947268186,0.411890901387567,FALSE
"gene_8616",0.997852842859607,0.410959635055934,FALSE
"gene_13588",0.99784941532491,0.409432865317241,FALSE
"gene_1405",0.997848910643551,0.40922599406594,FALSE
"gene_8145",0.997847180619787,0.408467286442749,FALSE
"gene_4119",0.997846264545009,0.408075610342027,FALSE
"gene_5957",0.997846004832851,0.407979367436663,FALSE
"gene_16994",0.997844429602406,0.407291741069212,FALSE
"gene_9417",0.997844209632065,0.40721346593786,FALSE
"gene_233",0.997843826842345,0.407062061235266,FALSE
"gene_3375",0.997843334596825,0.406861540693781,FALSE
"gene_15829",0.997843068061538,0.406762408006689,FALSE
"gene_1957",0.997838410413392,0.404695455725332,FALSE
"gene_3709",0.997837787753941,0.404437370847467,FALSE
"gene_9688",0.997837093012179,0.404147171720572,FALSE
"gene_14718",0.997831280593142,0.401575160172047,FALSE
"gene_8475",0.997831236574367,0.401575160172047,FALSE
"gene_14474",0.99782985449963,0.4009813690335,FALSE
"gene_14471",0.997828512206291,0.400405150345713,FALSE
"gene_18825",0.99782838247552,0.400367756605,FALSE
"gene_8148",0.997827696262989,0.400083288418195,FALSE
"gene_7618",0.99782619392862,0.399436963517743,FALSE
"gene_12293",0.997825986967997,0.399365376848752,FALSE
"gene_18591",0.997822198558095,0.397708306845048,FALSE
"gene_9006",0.997821359584741,0.397357609782062,FALSE
"gene_17570",0.997820813693659,0.397136543814654,FALSE
"gene_9629",0.997819997194739,0.396796102338013,FALSE
"gene_16551",0.997818549122119,0.396177319086582,FALSE
"gene_19921",0.997818442254357,0.396150219496226,FALSE
"gene_929",0.997812738743949,0.393661061007566,FALSE
"gene_73",0.997812415437315,0.393539050946567,FALSE
"gene_12125",0.997811797558485,0.393287829543802,FALSE
"gene_2157",0.997808955208312,0.392062185972457,FALSE
"gene_4316",0.997803875214134,0.389862793774083,FALSE
"gene_6529",0.997803173426341,0.389576610089077,FALSE
"gene_20328",0.997802491666908,0.389299291232264,FALSE
"gene_903",0.997802406854072,0.389282031910267,FALSE
"gene_17519",0.997799827734412,0.388179525202025,FALSE
"gene_9912",0.997798678362031,0.387699771902086,FALSE
"gene_14893",0.997795499982686,0.386340751314612,FALSE
"gene_11817",0.997795258262696,0.386255578353265,FALSE
"gene_15358",0.997791981951714,0.38485781564777,FALSE
"gene_1922",0.997790403085781,0.384195577153718,FALSE
"gene_10049",0.99779032855501,0.384182846462932,FALSE
"gene_11317",0.997787514399007,0.382989321972981,FALSE
"gene_3493",0.997786607595504,0.382618410811551,FALSE
"gene_18655",0.99778462889236,0.381787096177598,FALSE
"gene_17753",0.997783999626812,0.381536151550346,FALSE
"gene_8749",0.997783173195225,0.381200708453981,FALSE
"gene_17320",0.997783105551136,0.381190965275828,FALSE
"gene_11677",0.997780151686132,0.379944203034123,FALSE
