"Gene","F_statistic","p_value","variance","rejected"
"gene_13463",55.2971496342687,1.43458725943651e-40,20.3703004658436,TRUE
"gene_19297",17.4205606742737,1.46958698631151e-13,20.2773705715136,TRUE
"gene_17921",68.9155701036714,2.31726501603613e-49,19.9810723269033,TRUE
"gene_19374",107.922536744899,2.69613057652293e-72,19.9213833715919,TRUE
"gene_6734",747.754154682405,1.69399264736662e-263,19.8892227702386,TRUE
"gene_19149",52.5883927676641,9.06060159899249e-39,19.6841041864023,TRUE
"gene_19154",123.086318123147,1.95068288970731e-80,19.6192237653395,TRUE
"gene_204",203.312002172301,5.0959086312173e-118,19.594954327695,TRUE
"gene_4867",40.1528681882719,3.02364167582023e-30,19.2815603085594,TRUE
"gene_441",85.6354971021038,1.42463369797499e-59,19.1324649270302,TRUE
"gene_12996",55.004959565361,2.24263612184936e-40,19.1118730868788,TRUE
"gene_15900",605.417013553065,9.70490298534003e-236,18.975593760362,TRUE
"gene_16343",12.0536316385295,2.03715999401223e-09,18.9568784861111,TRUE
"gene_11389",54.6636988865616,3.76745844939694e-40,18.8714200551461,TRUE
"gene_17906",920.860610468277,4.04326096472228e-292,18.8654763120336,TRUE
"gene_11250",493.486047398671,3.56388830832734e-210,18.8457910395964,TRUE
"gene_220",3441.76833170752,0,18.8326765613092,TRUE
"gene_4477",211.705713518334,1.64245919945251e-121,18.8145888895825,TRUE
"gene_13917",68.6415500230665,3.4510606800159e-49,18.7557742249549,TRUE
"gene_16170",311.40233181338,2.52245613756952e-158,18.7170516945758,TRUE
"gene_11347",165.580469446525,2.21141507057742e-101,18.7016093899154,TRUE
"gene_19152",23.4639253827895,3.87124052004773e-18,18.5736787141356,TRUE
"gene_1511",130.804161332619,1.97014033907726e-84,18.5267793375136,TRUE
"gene_7235",41.6530648347471,2.68852272130362e-31,18.3665558698643,TRUE
"gene_6594",827.897016688208,2.27031061983273e-277,18.313491180663,TRUE
"gene_16133",818.084979615635,9.97908068189104e-276,18.240561542822,TRUE
"gene_7490",476.850433453465,5.0708735206124e-206,18.2233983018914,TRUE
"gene_4161",152.242191319302,4.45813166816016e-95,18.2065170677046,TRUE
"gene_6371",86.0150227928006,8.51794798864726e-60,18.2014411352399,TRUE
"gene_9255",46.4912724879757,1.21665062350406e-34,18.1403601507609,TRUE
"gene_19160",358.943983097354,1.88747176925986e-173,18.1386868852038,TRUE
"gene_4568",346.464270075806,1.29439387225621e-169,18.0900331518251,TRUE
"gene_9170",125.921734867319,6.51377063912727e-82,18.062640899841,TRUE
"gene_11904",21.1933317965397,1.98163329703221e-16,18.0608868003314,TRUE
"gene_17110",5.33742772589635,0.000326652154748202,18.0293674965443,TRUE
"gene_15587",3.35645475237821,0.0100532891594874,17.9069995783195,TRUE
"gene_9226",242.336974139023,1.14641610765604e-133,17.8698866297199,TRUE
"gene_9530",24.3926773428833,7.82095848886227e-19,17.8196506698409,TRUE
"gene_6370",103.597704969056,6.68869396707489e-70,17.6461249329283,TRUE
"gene_11359",12.9285031132378,4.27428043773185e-10,17.6455560830588,TRUE
"gene_7793",16.7365586515335,4.91826026672392e-13,17.6283142397723,TRUE
"gene_13977",84.7269644983666,4.92427567807342e-59,17.5594487955402,TRUE
"gene_707",199.014415283435,3.29192803008997e-116,17.5314065100159,TRUE
"gene_221",435.807658823382,2.14370370459139e-195,17.5052603189691,TRUE
"gene_18136",64.1825370137254,2.3422602259504e-46,17.5033325063757,TRUE
"gene_11567",61.7549516730771,8.56371874351539e-45,17.2988633729723,TRUE
"gene_17146",41.3244458532671,4.56658695939955e-31,17.252078294166,TRUE
"gene_8802",146.505122140996,2.74942446903028e-92,17.1063971146143,TRUE
"gene_11354",269.740244051842,6.9096394569575e-144,16.9989606300374,TRUE
"gene_19314",56.4094498230583,2.64177959477937e-41,16.9723239780054,TRUE
"gene_4423",228.811896458949,2.10032701243051e-128,16.9038907824816,TRUE
"gene_135",70.1529979319942,3.88253282966782e-50,16.8668977892989,TRUE
"gene_7897",155.569655625354,1.13629093113284e-96,16.8582277289287,TRUE
"gene_14819",139.546405894485,7.43742689111524e-89,16.7754686306846,TRUE
"gene_7396",543.860919561418,3.79414099455591e-222,16.76868513485,TRUE
"gene_2278",143.033086997311,1.39065338930521e-90,16.7562597877212,TRUE
"gene_15896",1276.07877364545,0,16.7325595386949,TRUE
"gene_7944",119.66044307644,1.25195900698839e-78,16.6712322692227,TRUE
"gene_3870",90.2836907152973,2.63463545748935e-62,16.6436249603966,TRUE
"gene_9468",112.902536010984,5.22144941488298e-75,16.6219008812563,TRUE
"gene_16338",317.083041955769,3.32574033086962e-160,16.5562613817081,TRUE
"gene_16247",91.2314247292076,7.36084652323036e-63,16.5179669439003,TRUE
"gene_2507",257.847505536508,1.54485792841327e-139,16.4720557435176,TRUE
"gene_12569",82.8952703694532,6.10243157023059e-58,16.3526952795905,TRUE
"gene_16393",279.363457061506,2.52466568892949e-147,16.3420567288854,TRUE
"gene_16403",48.8588073720213,2.95832164490485e-36,16.3177763627531,TRUE
"gene_7491",19.8269412429085,2.14403049113768e-15,16.3008015612106,TRUE
"gene_4618",286.954958605449,5.4905094630216e-150,16.2651629673516,TRUE
"gene_4738",19.2264637247513,6.15074437565539e-15,16.2557798021424,TRUE
"gene_15895",2014.32160470705,0,16.1946129991179,TRUE
"gene_13085",95.0275205201518,4.74196149699281e-65,16.156464673179,TRUE
"gene_5837",2.83482085791391,0.0239747510404504,16.1418657495963,TRUE
"gene_9653",81.0056890067109,8.25914347931296e-57,16.0888438223386,TRUE
"gene_3922",143.866851388154,5.40404955490449e-91,15.9855274617028,TRUE
"gene_2249",93.0560001991607,6.47349075733553e-64,15.9747722732602,TRUE
"gene_18384",20.4904795813635,6.7321105860573e-16,15.9563744362614,TRUE
"gene_19649",39.0424735156088,1.82405193883281e-29,15.9005700821091,TRUE
"gene_18754",9.50205778220484,1.96360634831041e-07,15.7911085130201,TRUE
"gene_3738",97.8475407793522,1.15616615055119e-66,15.7524373472385,TRUE
"gene_358",75.2261031883737,2.73573447679853e-53,15.7337611120764,TRUE
"gene_7497",2.60688602076944,0.0348505374817216,15.7127032334884,TRUE
"gene_5018",68.895695681097,2.38504051466126e-49,15.6066871910978,TRUE
"gene_13999",5.82129473134091,0.000139213179791693,15.5690019282802,TRUE
"gene_4599",266.867502601284,7.64230325971397e-143,15.5514127297168,TRUE
"gene_15592",30.3516111539446,3.1192905688149e-23,15.5428677594718,TRUE
"gene_6936",105.502325224151,5.83270832274054e-71,15.527020984308,TRUE
"gene_13414",3.02029568347044,0.0176700513287926,15.5192689790817,TRUE
"gene_4179",73.7638927354158,2.18565391141309e-52,15.5033169163649,TRUE
"gene_17665",73.6587504212031,2.54288698683224e-52,15.4207300493755,TRUE
"gene_4248",119.911905818068,9.21708625055792e-79,15.3986476506638,TRUE
"gene_8025",88.5179761231587,2.8460845209952e-61,15.3131276553455,TRUE
"gene_9052",12.4781511137023,9.54680938265667e-10,15.1564880607904,TRUE
"gene_7506",32.3247722432576,1.14277999580726e-24,15.1038048674697,TRUE
"gene_18382",69.5477893434797,9.27815353286154e-50,15.094219536289,TRUE
"gene_3646",20.4826059895538,6.82400655030587e-16,15.0886967268773,TRUE
"gene_1555",61.308694782967,1.664824928854e-44,15.0101480155238,TRUE
"gene_16373",113.073855258166,4.21821440859647e-75,14.9033045425128,TRUE
"gene_1859",55.8817074576232,5.89237005903261e-41,14.8969417678399,TRUE
"gene_4206",58.7055275658862,8.21173697908738e-43,14.8748882197813,TRUE
"gene_19914",575.053278962199,3.63094798236755e-229,14.8677984953518,TRUE
"gene_1411",56.9309682797507,1.19515050691383e-41,14.8231410198846,TRUE
"gene_3441",12.6352307817422,7.21477193595884e-10,14.7777755127462,TRUE
"gene_5668",272.512362746327,6.94867510532882e-145,14.7723809235221,TRUE
"gene_19447",44.3629917936052,3.52080701343191e-33,14.7599604851493,TRUE
"gene_2640",145.056822565696,1.40028729092541e-91,14.7330203277249,TRUE
"gene_13218",199.57864643861,1.89997831340511e-116,14.6748790816159,TRUE
"gene_15669",46.0597600451005,2.40017002242481e-34,14.6615989392492,TRUE
"gene_15454",89.6507452437268,6.16127451947599e-62,14.6492138358336,TRUE
"gene_4053",131.216724562765,1.21148027024899e-84,14.6100434493474,TRUE
"gene_14397",60.3757009454277,6.72137396017275e-44,14.5737294041818,TRUE
"gene_16394",11.8420661098485,2.97744962755669e-09,14.5700630460002,TRUE
"gene_2130",35.4671561929625,6.29073090217778e-27,14.5560257642986,TRUE
"gene_18907",13.7748692182323,9.46794587062943e-11,14.4575455173511,TRUE
"gene_15797",101.903131002551,5.9083500249276e-69,14.44197318858,TRUE
"gene_743",194.918291635919,1.8236374607632e-114,14.3759587682433,TRUE
"gene_6595",284.918006468064,2.84234466207112e-149,14.3250102971813,TRUE
"gene_7117",4.2265431240586,0.00227192465944024,14.2913756612964,TRUE
"gene_629",158.730847025622,3.58439938625886e-98,14.2727525810942,TRUE
"gene_5830",676.266676229591,3.69872534909855e-250,14.2356619083627,TRUE
"gene_18463",31.3414393695353,5.91049618314081e-24,14.2164973623793,TRUE
"gene_181",94.3171509862134,1.21499286834108e-64,14.1892723311094,TRUE
"gene_6161",148.535578680205,2.79758170853555e-93,14.1727685464834,TRUE
"gene_10280",70.6621958211391,1.86339074820822e-50,14.0498913415289,TRUE
"gene_9235",7.67306346829718,5.17247328566628e-06,14.0417571047481,TRUE
"gene_2880",33.3117289017291,2.21172279933802e-25,13.9902861359018,TRUE
"gene_17317",214.126467263757,1.66177667963155e-122,13.9727949529447,TRUE
"gene_6586",112.1999701001,1.24481517449736e-74,13.952246772403,TRUE
"gene_4619",50.1079526619551,4.22463948489573e-37,13.9471446069625,TRUE
"gene_13640",300.552284942127,1.11172328084382e-154,13.9054990139666,TRUE
"gene_18043",64.9263621266928,7.83253456736958e-47,13.8892702901443,TRUE
"gene_9227",83.5998613003749,2.31629646964618e-58,13.8396522331699,TRUE
"gene_451",158.630330426085,3.99591211258664e-98,13.7765976053762,TRUE
"gene_12079",605.673321036879,8.63290901886643e-236,13.7564508597854,TRUE
"gene_5710",86.959503635178,2.36043564996811e-60,13.7338940866381,TRUE
"gene_19546",9.14089315181713,3.74666068865105e-07,13.7085389890239,TRUE
"gene_84",67.8766537913925,1.04507070173387e-48,13.663610780031,TRUE
"gene_16450",237.894896775297,5.88025588626582e-132,13.6628397519657,TRUE
"gene_2911",31.0981992281656,8.89008146972528e-24,13.6581945072639,TRUE
"gene_9233",66.57763932133,6.94408021028013e-48,13.646581197117,TRUE
"gene_1190",87.1793151845146,1.7511690958405e-60,13.6434725617378,TRUE
"gene_173",135.382331953402,9.19282619909973e-87,13.6394237881787,TRUE
"gene_15794",11.3319268785562,7.40451684002081e-09,13.5710392530555,TRUE
"gene_16380",85.6931358840566,1.31850156507075e-59,13.4916749286351,TRUE
"gene_11355",212.141439706973,1.085895402996e-121,13.4777416547637,TRUE
"gene_10395",188.541241320767,1.04751228096174e-111,13.4614309846374,TRUE
"gene_18109",138.707156493203,1.95201696646597e-88,13.4600288826158,TRUE
"gene_6891",36.5531187732778,1.05607542521595e-27,13.4430978631961,TRUE
"gene_3731",47.3394575284432,3.19675971190362e-35,13.4132696801835,TRUE
"gene_14221",48.7306754071682,3.60593105910658e-36,13.3989610772988,TRUE
"gene_12963",50.8746275960306,1.28063769936062e-37,13.3967080501001,TRUE
"gene_16134",49.3453494874009,1.38564358416508e-36,13.3862583820391,TRUE
"gene_13998",646.768048559752,2.67006799122883e-244,13.3780653542855,TRUE
"gene_11911",98.1767457586206,7.53557382072577e-67,13.3379070415631,TRUE
"gene_6877",10.9150965856981,1.56501877380719e-08,13.3329372882802,TRUE
"gene_12978",73.9994062014903,1.56712258542126e-52,13.3201876037598,TRUE
"gene_6073",65.4946516597705,3.39595518924974e-47,13.3172931621895,TRUE
"gene_6817",170.42790064453,1.30142633210121e-103,13.2975486880688,TRUE
"gene_5200",166.239005408155,1.1004298161938e-101,13.2928382933075,TRUE
"gene_5728",46.8429679449293,6.98517918766149e-35,13.2918776336993,TRUE
"gene_11349",416.43651539483,4.04476397854768e-190,13.2844543520372,TRUE
"gene_4465",120.979326919669,2.51435674930743e-79,13.2685439947019,TRUE
"gene_2955",175.805881689918,4.77575986375886e-106,13.2496284111059,TRUE
"gene_4346",75.9387519085277,9.99445378264197e-54,13.2409361088277,TRUE
"gene_4211",133.544503591337,7.83771838303825e-86,13.2088293950591,TRUE
"gene_5382",64.7657508037931,9.91564457462605e-47,13.1863783706123,TRUE
"gene_14824",12.0487398645645,2.05505067200964e-09,13.1193873536617,TRUE
"gene_7114",121.658862967704,1.09979671570467e-79,13.0270016208064,TRUE
"gene_3459",24.682751253993,4.74603566237173e-19,13.0258265854175,TRUE
"gene_9257",37.1197840276781,4.18940183622323e-28,13.0050639567582,TRUE
"gene_15578",47.693222038555,1.83183746071117e-35,12.9975899166241,TRUE
"gene_11014",112.456044759637,9.07649661924803e-75,12.9916116395413,TRUE
"gene_149",40.6311451886322,1.395776639075e-30,12.9872988966766,TRUE
"gene_11353",256.650621731041,4.27273975667848e-139,12.8495571409267,TRUE
"gene_3850",98.0417169147612,8.98355754313394e-67,12.848500954112,TRUE
"gene_19443",29.0691308834538,2.70472641919112e-22,12.8463382392026,TRUE
"gene_3830",88.0460195810872,5.40551984620948e-61,12.8416195253045,TRUE
"gene_6735",68.6669403350885,3.32490261942051e-49,12.8299097791127,TRUE
"gene_7650",277.219188813601,1.46067608018038e-146,12.8028749926804,TRUE
"gene_15808",146.059491310491,4.53636228695759e-92,12.7395132727033,TRUE
"gene_14504",152.697509156922,2.69671383358823e-95,12.7266553482329,TRUE
"gene_12305",138.925030162245,1.52010782566463e-88,12.6707203934879,TRUE
"gene_17923",35.142252704091,1.07603152776563e-26,12.6686042566832,TRUE
"gene_18637",21.6643148819596,8.75232794734795e-17,12.6662948485975,TRUE
"gene_546",124.309818237,4.52044667980732e-81,12.6493523555268,TRUE
"gene_16156",699.862393983013,1.12756084819109e-254,12.6420741413844,TRUE
"gene_2775",70.2521855961892,3.36555767805844e-50,12.6293606149954,TRUE
"gene_15790",100.123032230778,5.95559116917847e-68,12.6028396987961,TRUE
"gene_10291",60.4607264921735,5.91210707608062e-44,12.5727946581084,TRUE
"gene_11357",41.2090124696741,5.49775023121141e-31,12.5521444597339,TRUE
"gene_554",143.185603097994,1.16946919267494e-90,12.5353570450771,TRUE
"gene_5730",288.402473654014,1.69954115491167e-150,12.5145132647365,TRUE
"gene_7422",108.686782317007,1.02842787828076e-72,12.4308110338341,TRUE
"gene_4457",16.9883085114706,3.14786164536546e-13,12.4271103148936,TRUE
"gene_6927",25.3132568036419,1.60703077282648e-19,12.4122699336476,TRUE
"gene_19915",201.082068862124,4.39708502556035e-117,12.3462741675113,TRUE
"gene_2319",158.469974708789,4.76071103954537e-98,12.3323060621019,TRUE
"gene_5601",36.2961916301896,1.60733135268642e-27,12.325280927462,TRUE
"gene_8350",431.622712745757,2.85423203498231e-194,12.29621130727,TRUE
"gene_6724",47.8125235911588,1.51779974242957e-35,12.272858007051,TRUE
"gene_10069",20.3501642397034,8.59698472798216e-16,12.251413954031,TRUE
"gene_16388",477.164131379729,4.24361719582904e-206,12.2493048993067,TRUE
"gene_1736",25.6282049409064,9.37639760520145e-20,12.2218571339977,TRUE
"gene_13104",58.2342568941563,1.66963201546462e-42,12.2151371770289,TRUE
"gene_3692",67.981572523761,8.98608970641189e-49,12.2053400022302,TRUE
"gene_8805",191.567248490214,5.05829372315622e-113,12.1433509622568,TRUE
"gene_6977",78.3250349255057,3.47961499180234e-55,12.1120136875394,TRUE
"gene_1580",7.72963071158782,4.67562818683449e-06,12.1034562892433,TRUE
"gene_4912",225.728811984446,3.51524605325076e-127,12.0659738449232,TRUE
"gene_15591",855.763380072588,6.62930205861165e-282,12.0441628003322,TRUE
"gene_6071",81.5895591392749,3.68616638230905e-57,12.0268375969321,TRUE
"gene_12746",119.535483624477,1.45985305268544e-78,11.9970841966639,TRUE
"gene_511",49.6794462975149,8.22742041634732e-37,11.9206926052451,TRUE
"gene_10647",9.86546973947448,1.02394463094136e-07,11.8979615393791,TRUE
"gene_10951",64.1243562728721,2.55305852635558e-46,11.8744779986416,TRUE
"gene_5443",327.338216827734,1.51261412117018e-163,11.8522645176728,TRUE
"gene_4012",84.2291949074934,9.7485792345871e-59,11.8475517272843,TRUE
"gene_8064",104.823859114654,1.39038914982351e-70,11.831967377815,TRUE
"gene_15162",12.3611228350766,1.17691126139898e-09,11.8121913256623,TRUE
"gene_4031",280.383846298255,1.10851479427893e-147,11.7934817440218,TRUE
"gene_15090",48.8076077247032,3.20201774655397e-36,11.7906807068503,TRUE
"gene_5577",973.50047941444,5.55813657306939e-300,11.7903638931309,TRUE
"gene_7041",68.4476127746496,4.56465988586593e-49,11.7844539119932,TRUE
"gene_11031",7.52039074719696,6.79429962297362e-06,11.7825515779494,TRUE
"gene_4600",106.181557516818,2.45510871257688e-71,11.7741920521428,TRUE
"gene_15594",125.075868832303,1.79421459603977e-81,11.7395164181897,TRUE
"gene_7612",130.145737390666,4.29273417198093e-84,11.7124817541283,TRUE
"gene_890",14.5744568420603,2.27834556797766e-11,11.6977935636703,TRUE
"gene_9268",113.144624644677,3.85900639204576e-75,11.6584561603837,TRUE
"gene_13356",28.2289558903459,1.12075564446094e-21,11.6570194305934,TRUE
"gene_8768",70.3886648771215,2.76224594092379e-50,11.6525991815723,TRUE
"gene_6531",72.4130216385415,1.51254901945283e-51,11.6445387391957,TRUE
"gene_6791",46.7725820054887,7.81049579518692e-35,11.6128420452275,TRUE
"gene_16260",108.6016208389,1.14442751113063e-72,11.6032086067543,TRUE
"gene_5681",28.0696229705886,1.4689264989826e-21,11.5729611920987,TRUE
"gene_16119",113.522624385381,2.41852089065698e-75,11.5500941430076,TRUE
"gene_4588",36.8444819377643,6.56551063081795e-28,11.517600739516,TRUE
"gene_19161",12.2759826394504,1.36986274633567e-09,11.5159531512718,TRUE
"gene_5836",195.215695625368,1.3611523912484e-114,11.5084464864036,TRUE
"gene_4090",38.03726202792,9.37362714523605e-29,11.5062928082239,TRUE
"gene_16234",140.004987060566,4.423679898441e-89,11.4988433426837,TRUE
"gene_4557",81.9533327075922,2.23196722609993e-57,11.4939236928957,TRUE
"gene_8006",30.227440191487,3.84495922331628e-23,11.4880603850099,TRUE
"gene_1318",20.9875340032731,2.83411435400384e-16,11.4767004377782,TRUE
"gene_17802",3.50363481188728,0.00783977426475269,11.4559173280027,TRUE
"gene_17818",463.1439297387,1.57351351672255e-202,11.4558640165294,TRUE
"gene_16240",64.732533519395,1.04069974450119e-46,11.4358845806539,TRUE
"gene_17950",44.345969067443,3.61667311899339e-33,11.4290200055198,TRUE
"gene_5522",94.4889514891511,9.67803665488494e-65,11.426773936503,TRUE
"gene_3786",9.80096638793767,1.14962116843446e-07,11.4231259963517,TRUE
"gene_1340",267.2967204198,5.33150511927563e-143,11.4045857951998,TRUE
"gene_17574",4.63168662184501,0.00112455517652076,11.3657246951276,TRUE
"gene_6165",197.033712737007,2.27335120394028e-115,11.3614417253291,TRUE
"gene_10177",271.640916033638,1.42605617663633e-144,11.3303614276638,TRUE
"gene_2545",121.066850234265,2.26024498596643e-79,11.3253176857032,TRUE
"gene_15438",202.61574822512,9.96930689673412e-118,11.3110804612398,TRUE
"gene_9169",219.001495283167,1.72305846175837e-124,11.3071539829607,TRUE
"gene_9229",55.1493108351498,1.80078812494922e-40,11.2918607513975,TRUE
"gene_7063",294.69405975164,1.11231620671546e-152,11.2807292768091,TRUE
"gene_12066",26.5276740477036,2.01487517913893e-20,11.2562023028367,TRUE
"gene_4590",21.5109469783178,1.14161359714176e-16,11.2470219636848,TRUE
"gene_11933",62.6314035306753,2.33554300837483e-45,11.2398526864177,TRUE
"gene_1428",21.6648545176683,8.74513135748319e-17,11.2366567614784,TRUE
"gene_4410",66.7412296707987,5.46127045111821e-48,11.2077572427837,TRUE
"gene_8004",565.203214790206,5.61047706024454e-227,11.1729945185646,TRUE
"gene_18092",146.41932072916,3.0284070242001e-92,11.163750487264,TRUE
"gene_540",84.9317401272557,3.72674495148978e-59,11.102673643893,TRUE
"gene_2748",93.0677257092002,6.37351697741256e-64,11.0829761492559,TRUE
"gene_4210",492.488288358471,6.19683010455917e-210,11.0811388052992,TRUE
"gene_5217",264.700199321532,4.72573551301631e-142,11.0633940435994,TRUE
"gene_14200",12.0397213607352,2.0886489303086e-09,11.0396131279804,TRUE
"gene_11763",185.871952023182,1.55031810795436e-110,11.0349030698687,TRUE
"gene_16469",4.08644421824837,0.0028943293277731,11.0322588144331,TRUE
"gene_11020",6.63607898491477,3.28389232585587e-05,11.0127745419114,TRUE
"gene_6721",343.119431402558,1.44492753601955e-168,11.0059771249019,TRUE
"gene_7280",49.7815972233269,7.0165965796823e-37,10.9999368133416,TRUE
"gene_17169",9.9636836590438,8.58583944249402e-08,10.9928438812801,TRUE
"gene_5578",353.769047252387,7.17798906247174e-172,10.9881931917709,TRUE
"gene_10142",34.4186361246433,3.53960214363559e-26,10.9596573266689,TRUE
"gene_11921",27.6597574933362,2.9443779089664e-21,10.9090754486859,TRUE
"gene_9256",128.697023346916,2.38166946893798e-83,10.9054383272156,TRUE
"gene_15637",23.6345407125269,2.88691218528092e-18,10.8970970035051,TRUE
"gene_11013",230.131934872955,6.31310600336713e-129,10.8894337871237,TRUE
"gene_12747",18.1347832141678,4.17535686730783e-14,10.8491547656682,TRUE
"gene_4039",116.155227093651,9.2710275076329e-77,10.8490360278058,TRUE
"gene_16432",145.534550068339,8.18081787170081e-92,10.8184851015377,TRUE
"gene_6831",42.3453322504975,8.8297981999611e-32,10.8174443301769,TRUE
"gene_9627",60.816202243055,3.47081748063586e-44,10.8081541298098,TRUE
"gene_11889",14.1991836187979,4.44514790878038e-11,10.8009627669208,TRUE
"gene_4443",30.0953985309691,4.79859844345458e-23,10.796536749029,TRUE
"gene_3862",916.809508453249,1.63245106359997e-291,10.7927456599635,TRUE
"gene_889",113.878587195208,1.55033343789824e-75,10.7816804522484,TRUE
"gene_349",105.01044955158,1.09272248857823e-70,10.7790483827856,TRUE
"gene_13819",2.87820951928245,0.0223182239620415,10.7337267243159,TRUE
"gene_13793",59.2759276239826,3.48459032758829e-43,10.7313588933811,TRUE
"gene_16399",174.243041091661,2.41453147652853e-105,10.6957768490636,TRUE
"gene_5643",51.1042269117774,8.96992175825703e-38,10.6618969130301,TRUE
"gene_3308",112.640111386108,7.22132203549087e-75,10.6426462206727,TRUE
"gene_62",150.247258136439,4.11697994178719e-94,10.6307949169488,TRUE
"gene_2168",85.7010527370103,1.30524889808603e-59,10.6223446388243,TRUE
"gene_13679",191.540416328369,5.19306057547075e-113,10.6138154097715,TRUE
"gene_5231",232.058227828479,1.11188223206421e-129,10.6028805795461,TRUE
"gene_2489",31.807311467643,2.71280170814367e-24,10.5867081158228,TRUE
"gene_11764",34.7559017024565,2.03070675697658e-26,10.5798872332007,TRUE
"gene_18782",24.2677428248251,9.69152444202467e-19,10.5755092892232,TRUE
"gene_14122",394.29323758222,6.97525289849296e-184,10.5697859470167,TRUE
"gene_6616",28.0806253756587,1.44175988695034e-21,10.545326361864,TRUE
"gene_13224",290.942193540608,2.24623067683044e-151,10.5140430786645,TRUE
"gene_8028",192.610476041458,1.79633590230942e-113,10.503828160211,TRUE
"gene_13005",26.3458602356412,2.75007897903624e-20,10.4976228038755,TRUE
"gene_16381",62.5882217785454,2.48837046030031e-45,10.4918955826168,TRUE
"gene_3863",161.79132867482,1.31018865864593e-99,10.4903764035787,TRUE
"gene_1483",225.267785118277,5.33671795367963e-127,10.4901966448039,TRUE
"gene_17337",8.00176971541209,2.87423494530115e-06,10.4464840364473,TRUE
"gene_13498",207.138505337619,1.27920610511444e-119,10.4264680891213,TRUE
"gene_5041",44.7067656199989,2.04499585716006e-33,10.4053158170494,TRUE
"gene_11348",108.559601502002,1.206147237485e-72,10.388911722044,TRUE
"gene_6585",280.188130323407,1.29541085249304e-147,10.3660890600894,TRUE
"gene_5833",6.77232310631863,2.57744681041978e-05,10.3660119929522,TRUE
"gene_11235",156.44902404754,4.34141493234906e-97,10.3472063516211,TRUE
"gene_18677",29.1361772936687,2.41738385652862e-22,10.3436982468144,TRUE
"gene_8989",70.493654949561,2.37505323085772e-50,10.3383018573189,TRUE
"gene_586",69.857720958714,5.93384345051522e-50,10.3319706227417,TRUE
"gene_17588",390.717253355628,7.33425280246879e-183,10.3307803921221,TRUE
"gene_4047",113.705137268084,1.9255623542736e-75,10.3236752171706,TRUE
"gene_18649",131.19048630005,1.24894686952482e-84,10.3183581171016,TRUE
"gene_16378",4.81526011058365,0.000816115574631023,10.309675803274,TRUE
"gene_8598",366.182905979497,1.23319906322366e-175,10.3069753121469,TRUE
"gene_15866",175.903690364512,4.31691867866644e-106,10.304052395271,TRUE
"gene_1727",59.2366433772392,3.69386673509919e-43,10.3020365344049,TRUE
"gene_9171",44.3869162814763,3.39026029836241e-33,10.2787562311611,TRUE
"gene_3226",57.00665157679,1.06509880407207e-41,10.2532800151316,TRUE
